OverallQual_GrLivArea,Overall Qual_p3,Overall Qual_p2,Overall Qual,Gr Liv Area,Gr Liv Area_p2,Yr Sold,SalePrice
4640,125,25,5,928,861184,2007,132000
6588,64,16,4,1647,2712609,2007,153000
4620,125,25,5,924,853776,2007,112500
6176,64,16,4,1544,2383936,2007,138000
4465,125,25,5,893,797449,2007,135000
8640,125,25,5,1728,2985984,2007,156000
15430,125,25,5,3086,9523396,2007,301600
5170,125,25,5,1034,1069156,2007,109000
3528,64,16,4,882,777924,2007,103200
5124,64,16,4,1281,1640961,2007,128500
3872,64,16,4,968,937024,2007,64500
7670,125,25,5,1534,2353156,2007,148000
3455,125,25,5,691,477481,2007,86000
11557,343,49,7,1651,2725801,2007,172000
4440,125,25,5,888,788544,2007,120000
5712,216,36,6,952,906304,2007,128500
10400,125,25,5,2080,4326400,2007,135000
4620,125,25,5,924,853776,2007,122900
6492,216,36,6,1082,1170724,2007,119200
11076,216,36,6,1846,3407716,2007,143000
4940,125,25,5,988,976144,2007,119000
6190,125,25,5,1238,1532644,2007,102000
4320,125,25,5,864,746496,2007,129000
5670,125,25,5,1134,1285956,2007,135000
5200,125,25,5,1040,1081600,2007,152000
5850,125,25,5,1170,1368900,2007,140000
6210,125,25,5,1242,1542564,2007,152000
6885,125,25,5,1377,1896129,2007,156500
9000,125,25,5,1800,3240000,2007,141000
4625,125,25,5,925,855625,2007,99000
11106,216,36,6,1851,3426201,2007,187000
9060,125,25,5,1812,3283344,2007,169500
4320,125,25,5,864,746496,2007,125500
4680,125,25,5,936,876096,2007,130000
4800,125,25,5,960,921600,2007,103000
7160,125,25,5,1432,2050624,2007,132000
7776,216,36,6,1296,1679616,2007,127500
5110,125,25,5,1022,1044484,2007,89500
4680,125,25,5,936,876096,2007,140000
4835,125,25,5,967,935089,2007,99900
4188,64,16,4,1047,1096209,2007,100000
5360,125,25,5,1072,1149184,2007,130000
5870,125,25,5,1174,1378276,2007,135000
3549,27,9,3,1183,1399489,2007,120000
4524,64,16,4,1131,1279161,2007,89471
4564,64,16,4,1141,1301881,2007,85000
3840,64,16,4,960,921600,2007,108500
7192,64,16,4,1798,3232804,2007,137000
4330,125,25,5,866,749956,2007,110500
4840,125,25,5,968,937024,2007,100000
14176,512,64,8,1772,3139984,2007,184900
9852,216,36,6,1642,2696164,2007,145000
7360,125,25,5,1472,2166784,2007,125000
6160,125,25,5,1232,1517824,2007,114000
11685,125,25,5,2337,5461569,2007,90000
9900,216,36,6,1650,2722500,2007,144100
13260,216,36,6,2210,4884100,2007,117500
6790,125,25,5,1358,1844164,2007,124500
17178,343,49,7,2454,6022116,2007,185000
13746,216,36,6,2291,5248681,2007,133900
9696,216,36,6,1616,2611456,2007,152000
7795,125,25,5,1559,2430481,2007,153500
17878,343,49,7,2554,6522916,2007,159500
6240,125,25,5,1248,1557504,2007,87000
3872,64,16,4,968,937024,2007,104500
5528,64,16,4,1382,1909924,2007,110000
5300,125,25,5,1060,1123600,2007,136500
7175,125,25,5,1435,2059225,2007,128250
5835,125,25,5,1167,1361889,2007,144000
9810,216,36,6,1635,2673225,2007,210000
6370,125,25,5,1274,1623076,2007,135000
7392,216,36,6,1232,1517824,2007,128000
7308,216,36,6,1218,1483524,2007,131000
4420,125,25,5,884,781456,2007,113000
8454,216,36,6,1409,1985281,2007,126000
6610,125,25,5,1322,1747684,2007,132000
7130,125,25,5,1426,2033476,2007,131750
6405,125,25,5,1281,1640961,2007,132500
7565,125,25,5,1513,2289169,2007,137500
5978,343,49,7,854,729316,2007,132000
8202,216,36,6,1367,1868689,2007,127500
5916,216,36,6,986,972196,2007,102000
13584,216,36,6,2264,5125696,2007,200000
10944,216,36,6,1824,3326976,2007,180500
8256,216,36,6,1376,1893376,2007,165000
6580,125,25,5,1316,1731856,2007,90000
8376,216,36,6,1396,1948816,2007,153575
9408,343,49,7,1344,1806336,2007,140000
15156,216,36,6,2526,6380676,2007,136000
5865,125,25,5,1173,1375929,2007,113000
6070,125,25,5,1214,1473796,2007,117000
12726,343,49,7,1818,3305124,2007,169500
7756,343,49,7,1108,1227664,2007,139400
13764,216,36,6,2294,5262436,2007,202500
8130,216,36,6,1355,1836025,2007,127000
8250,216,36,6,1375,1890625,2007,141000
13664,343,49,7,1952,3810304,2007,212300
13080,216,36,6,2180,4752400,2007,161000
5260,64,16,4,1315,1729225,2007,99500
5555,125,25,5,1111,1234321,2007,101000
4784,64,16,4,1196,1430416,2007,109900
6910,125,25,5,1382,1909924,2007,128500
13223,343,49,7,1889,3568321,2007,122000
4200,125,25,5,840,705600,2007,87000
5936,64,16,4,1484,2202256,2007,50000
15869,343,49,7,2267,5139289,2007,219000
15430,125,25,5,3086,9523396,2007,200500
5670,125,25,5,1134,1285956,2007,126000
6410,125,25,5,1282,1643524,2007,108500
4995,125,25,5,999,998001,2007,130000
7260,125,25,5,1452,2108304,2007,158450
4020,64,16,4,1005,1010025,2007,115400
4116,64,16,4,1029,1058841,2007,118500
5100,125,25,5,1020,1040400,2007,165000
5200,125,25,5,1040,1081600,2007,123000
5478,216,36,6,913,833569,2007,129000
4470,125,25,5,894,799236,2007,125000
4740,125,25,5,948,898704,2007,108000
4340,125,25,5,868,753424,2007,119900
4485,125,25,5,897,804609,2007,115000
4715,125,25,5,943,889249,2007,134500
4775,125,25,5,955,912025,2007,127000
4470,125,25,5,894,799236,2007,129000
7710,216,36,6,1285,1651225,2007,143500
4560,125,25,5,912,831744,2007,129000
6875,125,25,5,1375,1890625,2007,187000
13270,125,25,5,2654,7043716,2007,158000
7080,125,25,5,1416,2005056,2007,112000
9114,343,49,7,1302,1695204,2007,165250
7794,216,36,6,1299,1687401,2007,150000
5880,125,25,5,1176,1382976,2007,137000
3992,64,16,4,998,996004,2007,89500
12768,343,49,7,1824,3326976,2007,302000
9132,216,36,6,1522,2316484,2007,182000
12360,216,36,6,2060,4243600,2007,211000
6625,125,25,5,1325,1755625,2007,216000
8150,125,25,5,1630,2656900,2007,130000
4968,64,16,4,1242,1542564,2007,109900
14532,216,36,6,2422,5866084,2007,255000
12948,216,36,6,2158,4656964,2007,243000
9756,216,36,6,1626,2643876,2007,154000
4320,125,25,5,864,746496,2007,118000
3772,64,16,4,943,889249,2007,80000
5760,64,16,4,1440,2073600,2007,150000
2420,64,16,4,605,366025,2007,86000
5190,125,25,5,1038,1077444,2007,130000
6710,125,25,5,1342,1800964,2007,125000
7400,125,25,5,1480,2190400,2007,136500
5448,64,16,4,1362,1855044,2007,96000
6700,125,25,5,1340,1795600,2007,120000
10932,216,36,6,1822,3319684,2007,228500
10094,343,49,7,1442,2079364,2007,179900
15701,343,49,7,2243,5031049,2007,225000
19110,343,49,7,2730,7452900,2007,301000
14889,343,49,7,2127,4524129,2007,238000
13874,343,49,7,1982,3928324,2007,228500
13706,343,49,7,1958,3833764,2007,220000
18872,343,49,7,2696,7268416,2007,383970
22624,512,64,8,2828,7997584,2007,424870
13208,512,64,8,1651,2725801,2007,250000
17120,512,64,8,2140,4579600,2007,360000
10458,343,49,7,1494,2232036,2007,279500
9212,343,49,7,1316,1731856,2007,200141
13208,512,64,8,1651,2725801,2007,246500
20592,512,64,8,2574,6625476,2007,276000
8918,343,49,7,1274,1623076,2007,203000
10192,343,49,7,1456,2119936,2007,155835
8680,343,49,7,1240,1537600,2007,194000
8456,343,49,7,1208,1459264,2007,195400
10822,343,49,7,1546,2390116,2007,217000
12000,512,64,8,1500,2250000,2007,212999
8890,343,49,7,1270,1612900,2007,175900
12565,343,49,7,1795,3222025,2007,191000
7884,216,36,6,1314,1726596,2007,176432
14434,343,49,7,2062,4251844,2007,277000
13111,343,49,7,1873,3508129,2007,207000
12864,216,36,6,2144,4596736,2007,277000
11718,216,36,6,1953,3814209,2007,240000
12522,216,36,6,2087,4355569,2007,187500
13944,512,64,8,1743,3038049,2007,279000
5110,125,25,5,1022,1044484,2007,139500
4950,125,25,5,990,980100,2007,126000
7200,216,36,6,1200,1440000,2007,177500
7848,216,36,6,1308,1710864,2007,175000
10776,216,36,6,1796,3225616,2007,211000
4950,125,25,5,990,980100,2007,146000
5485,125,25,5,1097,1203409,2007,147900
3960,64,16,4,990,980100,2007,123600
10716,216,36,6,1786,3189796,2007,204750
13111,343,49,7,1873,3508129,2007,235500
12271,343,49,7,1753,3073009,2007,217000
11830,343,49,7,1690,2856100,2007,190550
12894,343,49,7,1842,3392964,2007,217500
10353,343,49,7,1479,2187441,2007,226000
11676,343,49,7,1668,2782224,2007,180000
4470,125,25,5,894,799236,2007,131000
5125,125,25,5,1025,1050625,2007,153500
5045,125,25,5,1009,1018081,2007,160000
5200,125,25,5,1040,1081600,2007,134900
4535,125,25,5,907,822649,2007,130000
4395,125,25,5,879,772641,2007,120000
4410,125,25,5,882,777924,2007,112500
4845,125,25,5,969,938961,2007,122000
4320,125,25,5,864,746496,2007,127000
3500,64,16,4,875,765625,2007,117000
16000,512,64,8,2000,4000000,2007,305900
17352,512,64,8,2169,4704561,2007,228500
11711,343,49,7,1673,2798929,2007,270000
10213,343,49,7,1459,2128681,2007,192000
13524,343,49,7,1932,3732624,2007,213000
12103,343,49,7,1729,2989441,2007,200000
19616,512,64,8,2452,6012304,2007,267000
12736,512,64,8,1592,2534464,2007,228000
19512,512,64,8,2439,5948721,2007,275000
13944,343,49,7,1992,3968064,2007,211000
15012,729,81,9,1668,2782224,2007,285000
16720,512,64,8,2090,4368100,2007,240000
5088,216,36,6,848,719104,2007,131500
10728,512,64,8,1341,1798281,2007,246900
13496,343,49,7,1928,3717184,2007,219500
9359,343,49,7,1337,1787569,2007,185000
10332,343,49,7,1476,2178576,2007,179400
12579,343,49,7,1797,3229209,2007,213500
9954,343,49,7,1422,2022084,2007,179600
8330,343,49,7,1190,1416100,2007,173500
7980,216,36,6,1330,1768900,2007,167840
10437,343,49,7,1491,2223081,2007,168675
7680,125,25,5,1536,2359296,2007,167000
6070,125,25,5,1214,1473796,2007,140000
4680,125,25,5,936,876096,2007,118500
4352,64,16,4,1088,1183744,2007,110000
3840,64,16,4,960,921600,2007,94750
6755,125,25,5,1351,1825201,2007,122000
7074,216,36,6,1179,1390041,2007,110000
4896,216,36,6,816,665856,2007,118500
6264,216,36,6,1044,1089936,2007,133500
6678,216,36,6,1113,1238769,2007,148000
11165,125,25,5,2233,4986289,2007,141000
5625,125,25,5,1125,1265625,2007,155000
5450,125,25,5,1090,1188100,2007,157000
7040,125,25,5,1408,1982464,2007,171500
6432,216,36,6,1072,1149184,2007,140000
4800,125,25,5,960,921600,2007,131750
4608,64,16,4,1152,1327104,2007,61500
3792,64,16,4,948,898704,2007,111000
5975,125,25,5,1195,1428025,2007,98500
2322,27,9,3,774,599076,2007,79000
5190,216,36,6,865,748225,2007,108500
3576,64,16,4,894,799236,2007,110000
5384,64,16,4,1346,1811716,2007,112000
3072,64,16,4,768,589824,2007,125000
3456,64,16,4,864,746496,2007,79275
3792,64,16,4,948,898704,2007,119000
20370,216,36,6,3395,11526025,2007,200000
12960,125,25,5,2592,6718464,2007,150000
9012,216,36,6,1502,2256004,2007,165000
3945,125,25,5,789,622521,2007,96500
7110,125,25,5,1422,2022084,2007,136500
7788,216,36,6,1298,1684804,2007,146500
8840,125,25,5,1768,3125824,2007,175000
7686,343,49,7,1098,1205604,2007,148500
8616,216,36,6,1436,2062096,2007,141500
9982,343,49,7,1426,2033476,2007,189950
8766,216,36,6,1461,2134521,2007,135000
11522,343,49,7,1646,2709316,2007,164000
3470,125,25,5,694,481636,2007,90350
6250,125,25,5,1250,1562500,2007,139000
4770,125,25,5,954,910116,2007,119750
11748,216,36,6,1958,3833764,2007,145000
10010,125,25,5,2002,4008004,2007,145000
12026,343,49,7,1718,2951524,2007,238000
6130,125,25,5,1226,1503076,2007,153500
15744,216,36,6,2624,6885376,2007,239000
25552,512,64,8,3194,10201636,2007,359100
7020,64,16,4,1755,3080025,2007,188000
11946,216,36,6,1991,3964081,2007,220000
6775,125,25,5,1355,1836025,2007,140000
21816,512,64,8,2727,7436529,2007,315000
13920,216,36,6,2320,5382400,2007,259500
11034,216,36,6,1839,3381921,2007,257500
12180,343,49,7,1740,3027600,2007,219500
13554,216,36,6,2259,5103081,2007,217000
9360,216,36,6,1560,2433600,2007,201000
8928,216,36,6,1488,2214144,2007,215000
6270,216,36,6,1045,1092025,2007,123900
6720,64,16,4,1680,2822400,2007,170000
8160,512,64,8,1020,1040400,2007,200000
11872,343,49,7,1696,2876416,2007,198000
21808,512,64,8,2726,7431076,2007,315000
7585,125,25,5,1517,2301289,2007,115000
7290,216,36,6,1215,1476225,2007,141000
4015,125,25,5,803,644809,2007,87000
8005,125,25,5,1601,2563201,2007,129850
4492,64,16,4,1123,1261129,2007,100000
4080,125,25,5,816,665856,2007,75200
6072,216,36,6,1012,1024144,2007,118400
5385,125,25,5,1077,1159929,2007,67000
7790,125,25,5,1558,2427364,2007,152000
1690,8,4,2,845,714025,2007,68104
9955,125,25,5,1991,3964081,2007,119600
4292,64,16,4,1073,1151329,2007,140000
5005,125,25,5,1001,1002001,2007,124900
13000,512,64,8,1625,2640625,2007,375000
13000,512,64,8,1625,2640625,2007,235000
7794,216,36,6,1299,1687401,2007,183500
5472,216,36,6,912,831744,2007,156000
6480,216,36,6,1080,1166400,2007,134000
6960,125,25,5,1392,1937664,2007,215000
9863,343,49,7,1409,1985281,2007,245000
10346,343,49,7,1478,2184484,2007,210000
6426,343,49,7,918,842724,2007,148000
6156,216,36,6,1026,1052676,2007,143000
10507,343,49,7,1501,2253001,2007,244000
10514,343,49,7,1502,2256004,2007,330000
6640,125,25,5,1328,1763584,2007,170000
13674,216,36,6,2279,5193841,2007,257000
11823,343,49,7,1689,2852721,2007,231713
11872,512,64,8,1484,2202256,2007,265900
12568,512,64,8,1571,2468041,2007,239000
13168,512,64,8,1646,2709316,2007,248900
8680,343,49,7,1240,1537600,2007,174000
12019,343,49,7,1717,2948089,2007,187500
10536,216,36,6,1756,3083536,2007,204000
10496,512,64,8,1312,1721344,2007,180500
8022,343,49,7,1146,1313316,2007,187500
15376,512,64,8,1922,3694084,2007,282000
8946,216,36,6,1491,2223081,2007,178000
13032,512,64,8,1629,2653641,2007,270000
17402,343,49,7,2486,6180196,2007,279900
7860,125,25,5,1572,2471184,2007,186700
14208,512,64,8,1776,3154176,2007,283463
18240,1000,100,10,1824,3326976,2007,392000
19856,512,64,8,2482,6160324,2007,281213
5600,125,25,5,1120,1254400,2007,147000
6102,27,9,3,2034,4137156,2007,130000
5616,216,36,6,936,876096,2007,140000
4160,64,16,4,1040,1081600,2007,132250
8160,125,25,5,1632,2663424,2007,143000
6488,64,16,4,1622,2630884,2007,168000
5300,125,25,5,1060,1123600,2007,129900
5710,125,25,5,1142,1304164,2007,134000
4368,64,16,4,1092,1192464,2007,85500
3968,64,16,4,992,984064,2007,106500
4368,64,16,4,1092,1192464,2007,93900
4368,64,16,4,1092,1192464,2007,75000
2520,64,16,4,630,396900,2007,84500
4368,64,16,4,1092,1192464,2007,75190
6372,216,36,6,1062,1127844,2007,146800
5040,125,25,5,1008,1016064,2007,153500
8136,216,36,6,1356,1838736,2007,188000
8380,125,25,5,1676,2808976,2007,196000
7160,125,25,5,1432,2050624,2007,157000
3980,125,25,5,796,633616,2007,138000
3840,125,25,5,768,589824,2007,129500
6432,64,16,4,1608,2585664,2007,80000
3380,64,16,4,845,714025,2007,129500
5890,125,25,5,1178,1387684,2007,135000
4080,125,25,5,816,665856,2007,124500
4080,125,25,5,816,665856,2007,139000
4870,125,25,5,974,948676,2007,93500
4435,125,25,5,887,786769,2007,124500
7758,216,36,6,1293,1671849,2006,149900
6144,216,36,6,1024,1048576,2006,157500
8985,125,25,5,1797,3229209,2006,169000
8340,216,36,6,1390,1932100,2006,252000
12957,343,49,7,1851,3426201,2006,192100
9150,216,36,6,1525,2325625,2006,183500
15652,343,49,7,2236,4999696,2006,222000
10026,216,36,6,1671,2792241,2006,170000
8988,216,36,6,1498,2244004,2006,187500
10656,216,36,6,1776,3154176,2006,202000
9066,216,36,6,1511,2283121,2006,185000
17234,343,49,7,2462,6061444,2006,320000
11690,343,49,7,1670,2788900,2006,240000
16512,512,64,8,2064,4260096,2006,250000
14408,512,64,8,1801,3243601,2006,239900
15484,343,49,7,2212,4892944,2006,309000
14147,343,49,7,2021,4084441,2006,274725
21496,512,64,8,2687,7219969,2006,270000
7014,216,36,6,1169,1366561,2006,183500
9006,216,36,6,1501,2253001,2006,165600
11424,343,49,7,1632,2663424,2006,176500
9632,512,64,8,1204,1449616,2006,130000
12369,343,49,7,1767,3122289,2006,239000
13936,512,64,8,1742,3034564,2006,275000
25182,729,81,9,2798,7828804,2006,457347
33900,1000,100,10,3390,11492100,2006,545224
22257,729,81,9,2473,6115729,2006,356383
25812,729,81,9,2868,8225424,2006,556581
20608,512,64,8,2576,6635776,2006,361919
26980,1000,100,10,2698,7279204,2006,535000
25155,729,81,9,2795,7812025,2006,401179
29450,1000,100,10,2945,8673025,2006,438780
11600,125,25,5,2320,5382400,2006,169000
5280,125,25,5,1056,1115136,2006,145000
15426,729,81,9,1714,2937796,2006,318000
14608,512,64,8,1826,3334276,2006,319000
18000,729,81,9,2000,4000000,2006,470000
11347,343,49,7,1621,2627641,2006,202500
15281,343,49,7,2183,4765489,2006,229000
15841,343,49,7,2263,5121169,2006,235000
9444,216,36,6,1574,2477476,2006,190000
6612,216,36,6,1102,1214404,2006,169000
13104,343,49,7,1872,3504384,2006,241500
12999,343,49,7,1857,3448449,2006,188900
10116,216,36,6,1686,2842596,2006,207500
19488,343,49,7,2784,7750656,2006,250000
9312,216,36,6,1552,2408704,2006,179900
7581,343,49,7,1083,1172889,2006,172000
16226,343,49,7,2318,5373124,2006,294323
11250,216,36,6,1875,3515625,2006,184500
5370,125,25,5,1074,1153476,2006,153500
11648,343,49,7,1664,2768896,2006,162900
7854,216,36,6,1309,1713481,2006,181000
6618,216,36,6,1103,1216609,2006,155000
5480,125,25,5,1096,1201216,2006,138800
3456,64,16,4,864,746496,2006,116050
3432,64,16,4,858,736164,2006,88000
3496,64,16,4,874,763876,2006,97500
8514,216,36,6,1419,2013561,2006,190000
6552,216,36,6,1092,1192464,2006,105500
6825,125,25,5,1365,1863225,2006,125500
5922,216,36,6,987,974169,2006,83000
6180,216,36,6,1030,1060900,2006,116000
7308,216,36,6,1218,1483524,2006,91500
7308,216,36,6,1218,1483524,2006,118000
5688,216,36,6,948,898704,2006,89000
6552,216,36,6,1092,1192464,2006,108000
5922,216,36,6,987,974169,2006,94500
6414,216,36,6,1069,1142761,2006,146300
6935,125,25,5,1387,1923769,2006,145000
4500,125,25,5,900,810000,2006,123000
7385,343,49,7,1055,1113025,2006,137500
8736,216,36,6,1456,2119936,2006,144000
17820,729,81,9,1980,3920400,2006,315000
23301,729,81,9,2589,6702921,2006,412083
23364,729,81,9,2596,6739216,2006,342643
12944,512,64,8,1618,2617924,2006,252000
12180,343,49,7,1740,3027600,2006,293000
16812,729,81,9,1868,3489424,2006,415000
16650,729,81,9,1850,3422500,2006,326000
19008,512,64,8,2376,5645376,2006,325300
19616,512,64,8,2452,6012304,2006,309000
19854,729,81,9,2206,4866436,2006,300000
16784,512,64,8,2098,4401604,2006,275500
18819,729,81,9,2091,4372281,2006,338500
20916,729,81,9,2324,5400976,2006,345000
19112,512,64,8,2389,5707321,2006,298236
18864,512,64,8,2358,5560164,2006,329900
17496,729,81,9,1944,3779136,2006,360000
15760,512,64,8,1970,3880900,2006,281000
16128,729,81,9,1792,3211264,2006,372397
16020,729,81,9,1780,3168400,2006,378000
16128,729,81,9,1792,3211264,2006,374000
24552,729,81,9,2728,7441984,2006,437154
15232,512,64,8,1904,3625216,2006,275000
15312,512,64,8,1914,3663396,2006,279000
9548,343,49,7,1364,1860496,2006,185850
14085,729,81,9,1565,2449225,2006,282500
9576,343,49,7,1368,1871424,2006,202500
9576,343,49,7,1368,1871424,2006,202665
15174,729,81,9,1686,2842596,2006,332200
14994,729,81,9,1666,2775556,2006,310090
9835,343,49,7,1405,1974025,2006,171750
7896,216,36,6,1316,1731856,2006,169990
8736,216,36,6,1456,2119936,2006,170440
10444,343,49,7,1492,2226064,2006,169985
10472,343,49,7,1496,2238016,2006,179665
13041,343,49,7,1863,3470769,2006,219210
7956,216,36,6,1326,1758276,2006,174190
8736,216,36,6,1456,2119936,2006,172785
18984,512,64,8,2373,5631129,2006,258000
10444,343,49,7,1492,2226064,2006,185101
9548,343,49,7,1364,1860496,2006,210250
10899,343,49,7,1557,2424249,2006,234000
11648,512,64,8,1456,2119936,2006,215000
10577,343,49,7,1511,2283121,2006,246990
9898,343,49,7,1414,1999396,2006,178740
10836,343,49,7,1548,2396304,2006,225000
8736,343,49,7,1248,1557504,2006,167240
7994,343,49,7,1142,1304164,2006,156820
10542,343,49,7,1506,2268036,2006,213490
12536,512,64,8,1567,2455489,2006,264561
10500,343,49,7,1500,2250000,2006,246578
9190,125,25,5,1838,3378244,2006,192140
9054,216,36,6,1509,2277081,2006,183200
11312,512,64,8,1414,1999396,2006,178000
11186,343,49,7,1598,2553604,2006,201490
15488,512,64,8,1936,3748096,2006,230500
10563,343,49,7,1509,2277081,2006,180000
9984,216,36,6,1664,2768896,2006,172400
11334,216,36,6,1889,3568321,2006,215000
13202,343,49,7,1886,3556996,2006,199900
10026,216,36,6,1671,2792241,2006,173000
16254,343,49,7,2322,5391684,2006,287602
16037,343,49,7,2291,5248681,2006,230000
19136,512,64,8,2392,5721664,2006,348000
15808,512,64,8,1976,3904576,2006,286000
17872,512,64,8,2234,4990756,2006,300000
36270,1000,100,10,3627,13155129,2006,625000
25695,729,81,9,2855,8151025,2006,405000
15392,512,64,8,1924,3701776,2006,280000
18104,512,64,8,2263,5121169,2006,258000
21808,512,64,8,2726,7431076,2006,350000
31500,729,81,9,3500,12250000,2006,584500
19952,512,64,8,2494,6220036,2006,321000
20208,512,64,8,2526,6380676,2006,290000
22392,512,64,8,2799,7834401,2006,315000
15712,512,64,8,1964,3857296,2006,252000
16776,512,64,8,2097,4397409,2006,423000
13280,512,64,8,1660,2755600,2006,290000
11312,343,49,7,1616,2611456,2006,232000
12032,512,64,8,1504,2262016,2006,199000
10224,512,64,8,1278,1633284,2006,198600
23760,729,81,9,2640,6969600,2006,405749
11912,512,64,8,1489,2217121,2006,232600
15512,512,64,8,1939,3759721,2006,266000
10871,343,49,7,1553,2411809,2006,186500
10296,216,36,6,1716,2944656,2006,200825
11032,343,49,7,1576,2483776,2006,197000
7572,216,36,6,1262,1592644,2006,185000
8862,343,49,7,1266,1602756,2006,176000
9107,343,49,7,1301,1692601,2006,187750
6852,216,36,6,1142,1304164,2006,139500
9800,343,49,7,1400,1960000,2006,186800
6786,216,36,6,1131,1279161,2006,132000
6846,216,36,6,1141,1301881,2006,142500
6948,216,36,6,1158,1340964,2006,158000
11802,343,49,7,1686,2842596,2006,184000
11095,343,49,7,1585,2512225,2006,184900
11022,216,36,6,1837,3374569,2006,187000
9618,216,36,6,1603,2569609,2006,175900
10386,216,36,6,1731,2996361,2006,248500
8388,216,36,6,1398,1954404,2006,172000
7302,216,36,6,1217,1481089,2006,151000
7920,216,36,6,1320,1742400,2006,150000
4224,64,16,4,1056,1115136,2006,107000
4825,125,25,5,965,931225,2006,119900
4940,125,25,5,988,976144,2006,129500
8640,125,25,5,1728,2985984,2006,125000
9924,216,36,6,1654,2735716,2006,119500
6055,125,25,5,1211,1466521,2006,144000
7272,216,36,6,1212,1468944,2006,151000
4920,125,25,5,984,968256,2006,126000
4545,125,25,5,909,826281,2006,116000
4625,125,25,5,925,855625,2006,133500
5120,125,25,5,1024,1048576,2006,120875
4675,125,25,5,935,874225,2006,137000
4560,125,25,5,912,831744,2006,124000
6180,125,25,5,1236,1527696,2006,135000
4705,125,25,5,941,885481,2006,129200
18522,343,49,7,2646,7001316,2006,260000
19336,512,64,8,2417,5841889,2006,260000
22608,512,64,8,2826,7986276,2006,334000
20160,512,64,8,2520,6350400,2006,310000
16065,343,49,7,2295,5267025,2006,268000
12992,512,64,8,1624,2637376,2006,262000
8001,343,49,7,1143,1306449,2006,176400
9976,512,64,8,1247,1555009,2006,197000
8400,343,49,7,1200,1440000,2006,151000
8561,343,49,7,1223,1495729,2006,147400
8561,343,49,7,1223,1495729,2006,149900
8400,343,49,7,1200,1440000,2006,144152
9144,216,36,6,1524,2322576,2006,166000
10164,343,49,7,1452,2108304,2006,183900
9674,343,49,7,1382,1909924,2006,165000
7560,343,49,7,1080,1166400,2006,139000
11858,343,49,7,1694,2869636,2006,200000
12544,512,64,8,1568,2458624,2006,221000
11952,512,64,8,1494,2232036,2006,270000
7248,216,36,6,1208,1459264,2006,165000
9880,512,64,8,1235,1525225,2006,214000
8288,512,64,8,1036,1073296,2006,188000
9808,512,64,8,1226,1503076,2006,190000
9808,512,64,8,1226,1503076,2006,170000
16578,729,81,9,1842,3392964,2006,385000
5965,125,25,5,1193,1423249,2006,146500
13440,343,49,7,1920,3686400,2006,170000
15092,343,49,7,2156,4648336,2006,262500
8496,216,36,6,1416,2005056,2006,179900
15924,216,36,6,2654,7043716,2006,250000
10740,216,36,6,1790,3204100,2006,165150
9338,343,49,7,1334,1779556,2006,164500
8148,343,49,7,1164,1354896,2006,140000
4900,125,25,5,980,960400,2006,135500
5255,125,25,5,1051,1104601,2006,142000
8850,125,25,5,1770,3132900,2006,155000
5856,216,36,6,976,952576,2006,157500
5260,125,25,5,1052,1106704,2006,138500
4490,125,25,5,898,806404,2006,140000
5255,125,25,5,1051,1104601,2006,124400
5705,125,25,5,1141,1301881,2006,158000
6000,125,25,5,1200,1440000,2006,146000
11958,216,36,6,1993,3972049,2006,190000
5250,125,25,5,1050,1102500,2006,136500
4320,125,25,5,864,746496,2006,129900
8560,125,25,5,1712,2930944,2006,145000
9390,216,36,6,1565,2449225,2006,185900
7506,216,36,6,1251,1565001,2006,160000
8928,216,36,6,1488,2214144,2006,167000
7200,125,25,5,1440,2073600,2006,157500
6570,216,36,6,1095,1199025,2006,140000
5265,125,25,5,1053,1108809,2006,150000
6240,125,25,5,1248,1557504,2006,151500
4896,216,36,6,816,665856,2006,129800
5040,125,25,5,1008,1016064,2006,137000
5215,125,25,5,1043,1087849,2006,137000
4920,64,16,4,1230,1512900,2006,121600
3476,64,16,4,869,755161,2006,85500
2988,64,16,4,747,558009,2006,79900
6260,125,25,5,1252,1567504,2006,127000
7165,125,25,5,1433,2053489,2006,161000
8120,125,25,5,1624,2637376,2006,146500
6080,125,25,5,1216,1478656,2006,135000
10680,125,25,5,2136,4562496,2006,137900
9468,216,36,6,1578,2490084,2006,133000
8640,125,25,5,1728,2985984,2006,137000
4680,125,25,5,936,876096,2006,121000
7920,125,25,5,1584,2509056,2006,119000
7476,216,36,6,1246,1552516,2006,172000
6175,125,25,5,1235,1525225,2006,98600
15099,343,49,7,2157,4652649,2006,226000
5640,125,25,5,1128,1272384,2006,118000
24896,512,64,8,3112,9684544,2006,235000
6048,216,36,6,1008,1016064,2006,135000
5950,125,25,5,1190,1416100,2006,132500
5720,125,25,5,1144,1308736,2006,143000
6820,125,25,5,1364,1860496,2006,132000
8298,216,36,6,1383,1912689,2006,145250
8016,216,36,6,1336,1784896,2006,162000
6850,125,25,5,1370,1876900,2006,148000
5460,125,25,5,1092,1192464,2006,141000
6744,216,36,6,1124,1263376,2006,153000
6180,125,25,5,1236,1527696,2006,134450
4715,125,25,5,943,889249,2006,135960
6300,216,36,6,1050,1102500,2006,156000
8250,216,36,6,1375,1890625,2006,140000
5040,125,25,5,1008,1016064,2006,139500
9450,216,36,6,1575,2480625,2006,155000
5725,125,25,5,1145,1311025,2006,127000
5025,125,25,5,1005,1010025,2006,133500
5280,125,25,5,1056,1115136,2006,125000
